x,y
-13.573760129334445,126.3169141156154
43.24972452315615,2359.793593874221
78.9507055344043,7405.555588478362
-43.34821373786446,1801.1040150707047
24.39908697183087,829.1832164371618
-93.4864039131665,9036.07774972985
-6.253185194989939,16.156670541812232
32.20657826293143,1367.6538241767669
-8.220574914707285,32.01171173054943
66.02767190774478,5252.472185085789
10.316239485457615,200.59497936148514
49.50204395191881,3038.8812016242687
-36.28978711809321,1226.6481767287123
40.72259443815983,2111.2825029286555
19.85748703942474,580.4672587045283
-23.73263584834946,482.23279826305134
-49.1685929045576,2354.3746996550385
91.69977558400797,9889.662524555886
48.58285955863781,2935.863931791249
-46.9409753802696,2136.0233711698734
-0.007325598977018899,15.83722559287778
-48.65014763571558,2302.0193390180443
98.49563292000602,11356.664188187788
65.57158007714716,5187.413767703638
-30.382315442015667,832.3812497098437
-35.73405143800265,1186.257697655618
-11.877326602752646,89.63462399166397
77.23017680158299,7098.467308213301
56.420151920508886,3896.1458775519513
10.441733900269611,206.0705474654191
-55.64380031480085,3061.2379108062296
-98.08890229112217,9975.146903813635
86.88183332762961,8906.096616676183
4.24566645967144,59.67837905237413
-30.329345856806228,828.0775534575705
-20.931791078808743,360.3738568206554
89.44900618691383,9426.070034071303
-65.00256045885018,4244.773434301265
68.9734065299331,5710.846598842564
-35.714149070633454,1186.7861040739047
-76.43500786282043,5954.681434865558
73.6109490051945,6472.350137567807
94.02277424408592,10379.783543502896
-93.91750858814547,9122.339920718097
-49.25672620189094,2364.2468098304093
-31.374853158112842,890.8848531546556
-91.9154141111965,8724.915913942921
98.1175531355822,11270.937685105659
-12.283644676622302,97.11865720491963
93.43217238353591,10253.452428661107
-69.12429851863831,4828.220798982405
-77.99384871512814,6205.955187029568
19.863095948973083,582.1415273533298
63.63992035493871,4899.283908451638
14.216641637725317,331.49305319468453
-7.801289827865659,27.850445955698895
84.39788108693841,8423.910403453256
78.31489800510346,7290.080937081052
-46.31573449780764,2073.23064227676
-33.60531322937919,1038.1344048473804
36.68292405212992,1738.885693341269
-41.87996861288499,1670.6797228888831
-72.73465425418344,5371.838900232589
-89.23547759891406,8203.76772807397
